timestamp,index,label_code
619575939,7,0
618706350,0,0
619557537,4,0
620083462,7,2
619938225,5,1
620110989,7,2
620438772,3,3
619308896,7,2
620113776,3,2
619324892,5,2
619949182,4,1
620085639,1,2
619149538,1,1
620659841,6,3
620474996,2,3
619319471,4,2
618731690,0,0
618696310,4,0
620441112,4,3
620454372,2,3
619120867,7,1
620081249,2,2
620714321,4,3
619585254,6,0
619957811,6,1
620713405,3,3
620703326,3,3
619582276,1,0
619977968,6,1
619560056,0,0
619124722,0,1
619575099,0,0
618707686,3,0
618688904,6,0
620685230,1,3
620089800,3,2
619551658,1,0
620470277,6,3
619118538,7,1
620709892,6,3
619987398,4,1
620715466,7,3
620688399,1,3
619561699,3,0
620699279,6,3
620465636,2,3
620483218,1,3
619971173,3,1
620445129,5,3
619268198,4,2
619568379,7,0
618706656,7,0
620100490,6,2
620127596,6,2
619586208,3,0
619967889,5,1
619282782,4,2
618680163,5,0
620450823,0,3
620479403,0,3
620701417,6,3
618720582,0,0
618723182,1,0
620101215,1,2
619318669,4,2
619305078,6,2
619592241,1,0
620656596,7,3
620489107,2,3
620121716,3,2
619284997,1,2
619164045,4,1
618681231,2,0
618719529,5,0
620445480,0,3
619149767,6,1
619273124,1,2
620118357,3,2
619162136,3,1
619145911,6,1
619949641,1,1
619953267,1,1
619289120,1,2
619276673,4,2
620467430,6,3
619159655,6,1
620467742,3,3
619294656,6,2
619557918,5,0
619127853,5,1
619941700,2,1
619936431,5,1
620668890,7,3
620665874,6,3
619577657,1,0
620481191,5,3
620436330,4,3
619586666,1,0
619280835,4,2
619300191,2,2
619938302,5,1
619553643,4,0
619957276,4,1
619163740,2,1
619576703,4,0
619553299,1,0
618714983,0,0
620112860,3,2
620114692,1,2
620082890,5,2
620086899,4,2
619934217,4,1
619567654,5,0
618731997,4,0
618718320,4,0
619954833,7,1
620707869,0,3
619154462,1,1
620466065,0,3
619126746,5,1
619963118,7,1
620710351,4,3
620112821,3,2
620460333,4,3
619314050,5,2
619572846,7,0
620475191,0,3
620120610,2,2
620445909,2,3
618705625,4,0
620696759,5,3
619278583,6,2
620457447,2,3
619554406,6,0
620071971,5,2
619297825,6,2
619303818,7,2
620666179,1,3
620097780,5,2
619125562,2,1
619968844,1,1
620663545,7,3
619599304,1,0
619932194,4,1
620482945,4,3
618692302,2,0
620674159,3,3
620478116,1,3
620668241,3,3
620076209,3,2
620095183,1,2
619561889,6,0
619948762,2,1
619129724,6,1
618704785,2,0
620106751,5,2
619165992,3,1
620674693,4,3
620460138,7,3
620683207,1,3
620108087,5,2
620089686,5,2
620689925,5,3
619284653,6,2
620434153,4,3
619944754,3,1
619550665,3,0
619160037,1,1
619550283,2,0
620657246,6,3
620676831,1,3
620683512,4,3
618714677,3,0
619287707,7,2
620124733,0,2
618729399,5,0
620696569,5,3
618707266,4,0
620111905,5,2
618701464,3,0
619266709,2,2
619949297,5,1
619943991,0,1
619115942,6,1
619285875,6,2
619141444,1,1
619593272,4,0
619285111,2,2
620695423,3,3
619291295,1,2
620120572,0,2
620078538,2,2
620462672,6,3
620673204,2,3
619575557,7,0
619963346,7,1
620120151,2,2
620674349,5,3
620695691,7,3
619588232,3,0
620668470,6,3
620437680,0,3
619939562,5,1
620714398,3,3
619110750,3,1
620440761,6,3
618704327,1,0
620462633,2,3
619546771,5,0
620479169,6,3
619131136,7,1
619306567,5,2
619936737,6,1
618716127,6,0
620705044,0,3
620100604,4,2
619110788,6,1
619110025,0,1
619568685,7,0
620126413,3,2
619129876,2,1
620114081,3,2
620715046,7,3
619952007,4,1
618696120,4,0
620707449,2,3
619944067,3,1
620659040,6,3
619165076,0,1
620688055,3,3
619970791,6,1
618678025,1,0
619951625,7,1
620097932,1,2
620667249,6,3
619319204,5,2
618729781,7,0
620679809,5,3
620078003,5,2
620437992,1,3
618715211,3,0
619577313,0,0
620701875,4,3
620457369,0,3
619963270,0,1
619585369,2,0
619111055,4,1
619320960,0,2
620453163,2,3
619936507,6,1
619553261,0,0
618718905,5,0
620447196,1,3
620119388,7,2
619127967,3,1
620666141,0,3
620118548,6,2
619553986,6,0
619596135,5,0
620074376,7,2
618693485,3,0
619302291,5,2
618723338,2,0
619940210,7,1
620665225,1,3
619280338,0,2
620662208,2,3
620694850,1,3
619159159,3,1
620455346,5,3
620080485,1,2
619121478,4,1
619578649,3,0
620677708,6,3
619991445,0,1
619315310,0,2
620118205,0,2
618702876,5,0
619286524,7,2
619562119,6,0
620465402,4,3
618706541,4,0
620445870,1,3
620095985,3,2
620664385,7,3
618730277,2,0
620069528,7,2
619970714,4,1
619987055,4,1
619937385,5,1
619567463,4,0
619141711,4,1
619948342,5,1
620464427,1,3
620712221,3,3
619600220,0,0
619138046,1,1
619147782,1,1
620668432,1,3
619602129,2,0
619163548,3,1
620459319,5,3
620119006,7,2
620696072,3,3
619152363,1,1
620442360,1,3
618728864,2,0
619980832,1,1
620707908,7,3
619142017,1,1
619931735,4,1
620486182,2,3
619147628,2,1
620706037,4,3
620486299,7,3
619281828,1,2
620453436,6,3
620114883,0,2
620072163,5,2
620482556,7,3
620083272,3,2
620706189,5,3
619291677,0,2
618717579,4,0
620674617,2,3
619315272,6,2
620084722,2,2
620661522,6,3
618685926,1,0
619142513,2,1
620434802,5,3
619545587,3,0
620678854,7,3
620109577,4,2
618701769,4,0
620485792,1,3
619940898,4,1
618685506,4,0
619975869,6,1
619271443,2,2
620463179,4,3
619128655,6,1
619290417,7,2
619547534,1,0
620675265,4,3
618723611,4,0
619601060,1,0
619315615,6,2
620701608,7,3
620451213,0,3
619966325,0,1
619567005,2,0
619568227,4,0
620100757,5,2
620107018,4,2
618688026,0,0
620463764,3,3
618707496,1,0
620073384,7,2
619153126,7,1
620121068,3,2
619562271,7,0
619120371,0,1
620491018,0,3
620661865,4,3
620105720,7,2
620699814,5,3
619270794,3,2
619306873,0,2
619983237,2,1
619580176,2,0
620103735,5,2
618684972,4,0
619957582,2,1
620432741,0,3
618721080,1,0
620094801,3,2
619318784,3,2
619569525,3,0
620480378,1,3
619120599,7,1
619567959,0,0
619325198,3,2
618681880,6,0
620463803,2,3
619949068,1,1
619156218,0,1
619942234,1,1
619564333,1,0
620084722,6,2
620465402,1,3
618717540,3,0
618723884,5,0
619311874,7,2
620684428,0,3
620685994,7,3
619563416,4,0
620662400,3,3
619579948,4,0
619324244,5,2
619937729,3,1
620683015,3,3
618712458,7,0
619313133,4,2
619109833,2,1
620687520,3,3
620669539,5,3
620710236,5,3
619954184,5,1
620705960,0,3
619133083,1,1
618695204,5,0
619934332,0,1
620458656,6,3
619965828,6,1
620075369,6,2
619280835,0,2
620449224,0,3
620111905,3,2
618683674,7,0
620487898,0,3
620698592,6,3
620459163,7,3
618699669,3,0
618684476,0,0
619942998,2,1
618703258,5,0
619147400,6,1
619585903,0,0
620702448,2,3
618709443,4,0
618698410,3,0
619937462,2,1
620073307,2,2
619279117,5,2
619125639,0,1
620089075,0,2
620457447,0,3
619279079,2,2
619582505,2,0
619325236,5,2
619585140,3,0
619949908,0,1
619973120,5,1
620442672,5,3
620672555,6,3
620681489,2,3
619112315,7,1
619307789,1,2
620701990,2,3
620436939,5,3
620078080,4,2
619288050,6,2
619281332,5,2
619943151,2,1
619277055,2,2
620439513,4,3
619933110,6,1
619110521,5,1
619293968,0,2
620484271,4,3
620112592,7,2
619594264,1,0
619289654,1,2
619277819,7,2
620669195,5,3
619147552,6,1
619293396,6,2
619559140,7,0
618714868,0,0
618707648,5,0
619116056,0,1
619151065,1,1
619300764,6,2
620444115,1,3
619968386,0,1
620122174,6,2
618703487,0,0
620700234,6,3
619581513,5,0
619575824,7,0
619940288,6,1
619157975,5,1
619269763,7,2
619289540,7,2
619601748,6,0
619273963,4,2
618694478,1,0
619936889,7,1
620108545,0,2
619969952,7,1
618700051,2,0
619163472,3,1
620483452,5,3
619590790,5,0
619287668,7,2
619983390,7,1
619314393,1,2
619163664,1,1
619315462,4,2
620666027,4,3
619324587,6,2
620433007,1,3
620438343,6,3
619978426,7,1
620432321,4,3
619970486,3,1
618708144,1,0
619325465,5,2
619988505,4,1
620676984,2,3
619162365,6,1
620464427,6,3
619603313,2,0
620479091,2,3
619308476,6,2
619593348,7,0
619959757,1,1
620475230,4,3
620697217,0,3
619555285,3,0
620110683,7,2
619973655,4,1
618690011,2,0
619138428,4,1
620480300,7,3
620122976,6,2
619152210,1,1
620678358,6,3
620483101,1,3
619321991,1,2
619302062,6,2
620080065,3,2
620485441,7,3
619594340,3,0
619319433,0,2
620438811,1,3
620114158,1,2
618695204,1,0
620463686,2,3
619572083,1,0
620708556,3,3
620709892,5,3
620096061,1,2
619579298,0,0
619568685,5,0
620076400,2,2
619944181,0,1
620701302,7,3
620690689,3,3
619968195,5,1
620117708,5,2
619154882,5,1
619596173,1,0
620085028,3,2
620125000,3,2
619142781,2,1
618726364,7,0
620680572,2,3
620099764,6,2
618711007,6,0
619153355,7,1
620126871,7,2
620704701,7,3
619977320,1,1
619594646,1,0
620484544,3,3
619294618,5,2
620680725,5,3
618678368,3,0
619145262,6,1
620432511,5,3
619965141,1,1
619567005,7,0
620657513,2,3
620107400,2,2
619135603,1,1
618687797,0,0
620662170,4,3
619114606,1,1
619572922,2,0
619319089,4,2
620687979,5,3
620447079,6,3
618723143,1,0
618708908,5,0
619946128,1,1
618702800,2,0
618694745,0,0
620656253,0,3
620474762,0,3
620465012,4,3
618684018,4,0
619547343,2,0
619970600,7,1
618712572,1,0
620458188,7,3
620682595,0,3
619326763,3,2
620114540,0,2
620665416,3,3
619138962,7,1
619976060,7,1
620700386,3,3
619269267,5,2
619155150,2,1
619306873,6,2
619298473,4,2
620099230,2,2
620483140,4,3
620666370,5,3
619947312,7,1
619571014,6,0
619557155,2,0
619147056,1,1
619129533,7,1
619594914,2,0
619959223,5,1
619287898,2,2
619968119,3,1
620071589,3,2
620671753,7,3
619953764,1,1
620122251,0,2
618725662,3,0
620480339,6,3
618706236,3,0
619293472,1,2
620098696,4,2
620691185,7,3
619965828,2,1
620669119,3,3
619966706,6,1
618704708,6,0
620481815,5,3
619114415,2,1
620486299,0,3
620491096,7,3
619598043,6,0
618707534,0,0
619569525,2,0
619986902,5,1
620098962,1,2
619149232,1,1
619583689,2,0
620488483,6,3
620072773,1,2
620678282,1,3
619988391,3,1
619591973,1,0
619570594,3,0
619159387,1,1
620103811,2,2
619267702,3,2
619551620,1,0
618684590,5,0
620445870,0,3
618727872,1,0
619268580,7,2
620658467,7,3
618721817,3,0
620663392,7,3
620109233,2,2
620691109,7,3
619157784,6,1
620124695,6,2
619956780,1,1
620690727,5,3
620699699,5,3
619117660,2,1
619552154,4,0
619556009,5,0
619122126,1,1
620127367,1,2
620104575,4,2
620457369,5,3
619968042,0,1
620475269,6,3
618696578,0,0
619126364,4,1
619121516,5,1
620077087,7,2
620453826,5,3
619147744,3,1
619937729,7,1
620490511,6,3
619157097,4,1
620105071,0,2
620488561,7,3
619303246,3,2
618715823,1,0
618707916,4,0
620483062,5,3
619152707,0,1
619950633,5,1
619113193,0,1
619986788,3,1
619112506,0,1
620445831,6,3
618686804,5,0
618709786,2,0
620114806,4,2
620679618,5,3
620077316,2,2
620676067,0,3
619546122,4,0
619148736,5,1
620099421,0,2
620104460,6,2
619133503,4,1
619556277,7,0
620441151,1,3
620481269,6,3
619136977,6,1
619959529,1,1
619318593,2,2
620127482,3,2
619590217,6,0
619143315,2,1
619314852,6,2
619951587,1,1
620661369,2,3
620481347,5,3
619121668,1,1
620702028,5,3
618693829,6,0
619126517,2,1
620102743,7,2
619299619,6,2
619133923,2,1
618719997,7,0
620117059,3,2
620449809,1,3
618723299,4,0
619567005,1,0
620436558,3,3
620668928,1,3
619287478,3,2
618711657,7,0
618721042,7,0
620712909,5,3
620459982,5,3
619145529,5,1
619938645,2,1
619112811,4,1
618690813,3,0
619310576,2,2
619317218,3,2
619551200,0,0
618694936,3,0
620127405,2,2
620460333,0,3
619306033,0,2
620682939,7,3
619572312,1,0
620435756,1,3
619571892,2,0
619269343,3,2
619274536,5,2
620071781,4,2
618719022,7,0
619579375,1,0
619310156,5,2
620465558,6,3
619934637,4,1
619119683,0,1
619311721,2,2
619582620,4,0
619569449,3,0
620714054,1,3
619571434,2,0
620699661,4,3
619976708,1,1
618713685,6,0
620109653,7,2
620480724,0,3
618722909,3,0
619933530,3,1
619323518,5,2
619946014,2,1
620711381,4,3
620455692,4,3
619322411,0,2
620080333,6,2
619967393,5,1
619144345,1,1
619551428,6,0
618730315,4,0
620088846,6,2
619950901,2,1
620433045,5,3
620662514,6,3
619563149,6,0
619304391,3,2
619141062,6,1
619973959,4,1
620105606,4,2
618703602,0,0
620091671,2,2
619981863,1,1
619594608,0,0
619284729,6,2
620075408,3,2
619545854,0,0
619954184,4,1
619295038,4,2
619974647,1,1
619987208,1,1
619581894,6,0
618709557,4,0
620462906,1,3
619978885,6,1
619165572,5,1
620113203,7,2
619573954,1,0
620686414,5,3
620115646,6,2
620714016,1,3
619547038,5,0
620692674,5,3
619574412,0,0
620692216,5,3
619110063,7,1
619562805,1,0
619131174,1,1
619128541,5,1
620475971,6,3
620664385,0,3
620125229,0,2
618702762,1,0
619151599,6,1
619593806,3,0
619573724,3,0
618683598,4,0
620683894,2,3
619126364,7,1
619582124,4,0
619129266,6,1
619159883,0,1
619311492,1,2
619981748,5,1
620450394,5,3
619129953,7,1
620689735,4,3
620688666,3,3
619940288,2,1
619159463,6,1
619159883,4,1
620433771,4,3
620472890,4,3
619326000,5,2
620078194,6,2
618688981,7,0
619149156,4,1
620113394,5,2
620467079,4,3
620710961,4,3
619284729,2,2
619118118,2,1
620679618,4,3
620478311,0,3
620126756,0,2
619941050,4,1
620461580,1,3
620092091,4,2
619564218,2,0
619595944,3,0
619164808,6,1
620688055,0,3
620460645,4,3
619974227,2,1
619148698,3,1
619987055,7,1
619979763,7,1
620658162,6,3
620451993,3,3
619138848,3,1
619266862,4,2
619982321,3,1
620435986,1,3
619325083,5,2
620107973,5,2
619565668,7,0
619293854,6,2
619935897,3,1
619959109,2,1
619314126,2,2
620490433,0,3
619270947,6,2
620464427,4,3
619936965,7,1
619276865,3,2
619961285,6,1
619139230,2,1
620706380,1,3
618726520,4,0
619152439,4,1
620460567,2,3
618687339,1,0
620713557,3,3
620087777,2,2
619150951,6,1
619311072,0,2
619943647,7,1
619273238,1,2
620124923,5,2
618694440,3,0
619277590,2,2
619114606,3,1
619551734,4,0
620459982,0,3
619985184,7,1
620479988,0,3
620106140,2,2
620471837,5,3
619279041,5,2
620713099,7,3
620666485,4,3
619135259,3,1
619559178,5,0
619572083,3,0
619554445,4,0
619119721,2,1
619935744,7,1
620712833,2,3
618696692,5,0
620448171,0,3
619973349,3,1
619547839,0,0
619580750,0,0
619302864,7,2
619597853,2,0
619935973,3,1
619137665,2,1
619559751,4,0
620456355,1,3
620671524,3,3
619954718,2,1
620693858,6,3
618686080,4,0
619279460,2,2
619127624,0,1
620432321,1,3
619962316,0,1
619125372,1,1
619982855,6,1
619991064,1,1
620468561,5,3
619580024,3,0
619973082,3,1
618682682,7,0
620664156,4,3
619583269,6,0
619140337,4,1
619591707,3,0
619565936,0,0
619988467,4,1
620469575,6,3
619162404,4,1
619563875,7,0
620656635,7,3
619270107,1,2
619124570,3,1
620463101,1,3
618681727,0,0
619124684,2,1
619564180,2,0
619971860,5,1
619280988,5,2
619959911,7,1
619152973,2,1
620697791,0,3
620662438,0,3
620689811,3,3
619592432,7,0
619970142,7,1
620101559,7,2
618693524,6,0
620089876,3,2
620083616,2,2
620694774,1,3
619298511,0,2
619323212,6,2
620440917,1,3
620105950,1,2
620478896,3,3
619300420,5,2
620476478,4,3
619956818,4,1
620701760,1,3
619129647,7,1
618718788,6,0
619269725,2,2
619588423,7,0
619969264,6,1
619130908,1,1
619957925,0,1
619952237,4,1
619570555,3,0
618718281,0,0
619973617,7,1
619549329,7,0
620086669,4,2
619309622,1,2
619932918,6,1
620436062,1,3
620477570,4,3
620704319,1,3
619126211,4,1
619936545,7,1
619981251,0,1
620107858,4,2
619934140,4,1
620459553,2,3
619571777,1,0
619559636,5,0
619293892,3,2
619578802,7,0
620471057,4,3
618715899,2,0
619123272,4,1
620109385,3,2
619289272,0,2
619988925,5,1
618722480,1,0
619128617,3,1
619281140,1,2
620490511,0,3
619320579,1,2
618726013,1,0
619134725,1,1
618699593,2,0
620471954,2,3
620094535,2,2
620076744,1,2
619273696,5,2
620486845,2,3
619287554,7,2
620079263,6,2
619961666,4,1
620437524,6,3
620102475,5,2
620107476,1,2
619158853,3,1
618678865,0,0
619309850,7,2
620084112,6,2
620479169,0,3
620696492,1,3
620123244,3,2
619164847,6,1
620476400,6,3
619596288,4,0
619567463,7,0
618728253,1,0
619600984,1,0
619987589,4,1
620665187,2,3
619127815,1,1
620711763,1,3
619118385,4,1
618717930,6,0
620468444,5,3
619938035,3,1
618726715,3,0
619562577,3,0
620105033,0,2
619140642,2,1
620070559,2,2
620693782,1,3
618720114,1,0
619119989,4,1
619293319,1,2
620484973,7,3
618724419,7,0
619153737,1,1
618698333,7,0
619577771,7,0
620071284,7,2
620436558,1,3
620659841,2,3
620082356,1,2
619130144,5,1
619948152,1,1
619326191,2,2
618728406,0,0
618703831,0,0
619270031,6,2
619161945,2,1
619946510,5,1
620697332,2,3
620471486,7,3
620712451,7,3
619938836,3,1
619300840,3,2
619991827,6,1
618695700,6,0
619603541,0,0
620101979,3,2
620703479,5,3
620098008,4,2
619946778,0,1
618686652,4,0
619302368,4,2
619549557,0,0
619286486,5,2
620121450,0,2
620489536,0,3
620106446,2,2
619122050,5,1
620122290,7,2
619130411,3,1
620444661,6,3
620100795,5,2
620457642,3,3
620660261,5,3
619964912,2,1
620108278,0,2
620440995,2,3
620487235,6,3
619586858,6,0
619135603,5,1
618703907,7,0
620690155,3,3
619275109,0,2
619967889,4,1
620489692,1,3
619290953,5,2
620698019,7,3
620665759,1,3
619982665,3,1
619166030,0,1
618701731,4,0
620114004,0,2
619569295,6,0
619601518,3,0
620072887,3,2
618712077,0,0
618722987,1,0
619294922,6,2
619276750,1,2
618711847,0,0
619156906,3,1
618691424,4,0
620466884,4,3
620105530,4,2
619283393,6,2
619938607,0,1
620108393,6,2
620675838,6,3
619967737,5,1
619132740,6,1
619296946,5,2
619321113,2,2
619588385,5,0
620466143,6,3
620107094,0,2
619553184,5,0
620656368,5,3
620076667,7,2
620455887,5,3
620121412,6,2
620688819,6,3
620473553,7,3
619268389,7,2
620673509,5,3
619137359,0,1
619267817,6,2
620667249,0,3
619287020,6,2
619951473,6,1
620127902,5,2
619271482,1,2
619557499,1,0
619987169,0,1
619275261,0,2
619948228,4,1
619575137,2,0
620485285,3,3
620482010,6,3
619938684,2,1
619293319,6,2
619304315,0,2
620450277,0,3
619955710,3,1
620111943,7,2
620451486,1,3
619556315,3,0
619161754,0,1
619970600,1,1
620113623,4,2
619557079,4,0
618722948,5,0
618694325,3,0
620100299,3,2
618729704,2,0
619553070,0,0
619275452,2,2
619562157,6,0
619133771,3,1
619268503,0,2
620670302,6,3
620077164,6,2
619986253,4,1
620104766,0,2
619979534,7,1
619150951,5,1
620668126,7,3
620682672,3,3
618726559,2,0
619292708,6,2
620465441,2,3
620672517,7,3
620128588,3,2
619557995,3,0
619987857,7,1
620464076,6,3
620100299,5,2
619975296,4,1
620115379,3,2
619949106,6,1
620681565,6,3
620449731,7,3
619130946,5,1
618718632,3,0
619275375,5,2
620456862,1,3
620468444,0,3
619320999,5,2
619949564,1,1
619603160,6,0
619966325,1,1
619976785,3,1
619266404,1,2
620115341,0,2
619980947,7,1
619584109,0,0
620692598,6,3
620678320,7,3
620103201,5,2
619965523,2,1
619569601,6,0
620454996,0,3
619565249,7,0
620111867,5,2
619110253,2,1
619545358,2,0
620472578,5,3
619936775,4,1
619269191,1,2
619310805,0,2
620455692,1,3
619596173,4,0
620476322,3,3
619281866,6,2
618689324,7,0
619940249,1,1
619940096,0,1
620490745,1,3
619984077,3,1
619964530,1,1
619323212,5,2
620076820,7,2
618723221,0,0
619599495,2,0
619125830,4,1
619152668,5,1
620684619,5,3
619324472,7,2
620442711,7,3
619162785,2,1
620474216,1,3
620483998,7,3
618722051,3,0
620081057,6,2
620128742,0,2
618700471,5,0
619603733,0,0
620125573,7,2
619943875,0,1
619286829,3,2
620484310,6,3
620112554,6,2
619116476,2,1
619585980,6,0
620107514,4,2
619936927,5,1
619600908,2,0
620680152,1,3
619148736,7,1
619276369,2,2
619548679,4,0
620465090,2,3
620713977,6,3
619944525,2,1
620675151,1,3
619268083,7,2
619978122,2,1
619134038,6,1
620122786,7,2
620660109,3,3
619936087,0,1
618718398,6,0
618709213,1,0
619268083,0,2
620470706,3,3
618726520,3,0
619576549,1,0
619947198,2,1
619320845,6,2
619140337,5,1
619550665,6,0
620666141,7,3
620484271,1,3
619544900,5,0
620447313,4,3
618701425,5,0
618685202,1,0
618711771,2,0
620661216,3,3
619589683,5,0
620120037,3,2
620075866,1,2
619163702,5,1
620107438,6,2
620076514,7,2
618718632,2,0
620115341,1,2
619126403,7,1
620708709,1,3
619565020,6,0
619547763,6,0
620658811,4,3
618689401,7,0
620471798,1,3
619561927,6,0
619165916,0,1
619953497,5,1
620117517,5,2
619319967,5,2
619568609,3,0
620126603,5,2
618729971,4,0
618702495,3,0
619146216,0,1
619599686,6,0
618688103,0,0
620103315,7,2
619153470,6,1
619584605,5,0
620480530,5,3
